REF_DATE,GEO,DGUID,Age group,Labour force status of students and non-students,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2000/2001,Canada,2021A000011124,15 years old,University student employed,Percent,239,units,0,v99916115,1.2.7,,x,,,1
2000/2001,Canada,2021A000011124,15 years old,University student not in the labour force,Percent,239,units,0,v99916116,1.2.8,,x,,,1
2000/2001,Canada,2021A000011124,15 years old,College student employed,Percent,239,units,0,v99916117,1.2.9,,x,,,1
2000/2001,Canada,2021A000011124,15 years old,College student not in the labour force,Percent,239,units,0,v99916118,1.2.10,0.8,B,,,1
2000/2001,Canada,2021A000011124,15 years old,Elementary and/or High school student employed,Percent,239,units,0,v99916119,1.2.11,17.7,A,,,1
2000/2001,Canada,2021A000011124,15 years old,Elementary and/or High school student not in the labour force,Percent,239,units,0,v99916120,1.2.12,71.7,A,,,1
2000/2001,Canada,2021A000011124,15 years old,Student unemployed or Other,Percent,239,units,0,v99916121,1.2.13,6,B,,,1
2000/2001,Canada,2021A000011124,16 years old,Total labour Force status,Percent,239,units,0,v99916122,1.3.1,100,,,,1
2000/2001,Canada,2021A000011124,16 years old,Non-students,Percent,239,units,0,v99916123,1.3.2,4.9,B,,,1
2000/2001,Canada,2021A000011124,16 years old,Non-student employed,Percent,239,units,0,v99916124,1.3.3,1.9,B,,,1
2000/2001,Canada,2021A000011124,16 years old,Non-student not in the labour force,Percent,239,units,0,v99916125,1.3.4,2.1,B,,,1
2000/2001,Canada,2021A000011124,16 years old,Non-student unemployed,Percent,239,units,0,v99916126,1.3.5,0.9,B,,,1
2000/2001,Canada,2021A000011124,16 years old,Students,Percent,239,units,0,v99916127,1.3.6,95.1,A,,,1
2000/2001,Canada,2021A000011124,16 years old,University student employed,Percent,239,units,0,v99916128,1.3.7,,x,,,1
2000/2001,Canada,2021A000011124,16 years old,University student not in the labour force,Percent,239,units,0,v99916129,1.3.8,,x,,,1
2000/2001,Canada,2021A000011124,16 years old,College student employed,Percent,239,units,0,v99916130,1.3.9,0.5,C,,,1
2000/2001,Canada,2021A000011124,16 years old,College student not in the labour force,Percent,239,units,0,v99916131,1.3.10,1,B,,,1
2000/2001,Canada,2021A000011124,16 years old,Elementary and/or High school student employed,Percent,239,units,0,v99916132,1.3.11,29.8,A,,,1
2000/2001,Canada,2021A000011124,16 years old,Elementary and/or High school student not in the labour force,Percent,239,units,0,v99916133,1.3.12,55.3,A,,,1
2000/2001,Canada,2021A000011124,16 years old,Student unemployed or Other,Percent,239,units,0,v99916134,1.3.13,8.4,A,,,1
2000/2001,Canada,2021A000011124,17 years old,Total labour Force status,Percent,239,units,0,v99916135,1.4.1,100,,,,1
2000/2001,Canada,2021A000011124,17 years old,Non-students,Percent,239,units,0,v99916136,1.4.2,10.9,A,,,1
2000/2001,Canada,2021A000011124,17 years old,Non-student employed,Percent,239,units,0,v99916137,1.4.3,6.2,B,,,1
2000/2001,Canada,2021A000011124,17 years old,Non-student not in the labour force,Percent,239,units,0,v99916138,1.4.4,2.7,B,,,1
2000/2001,Canada,2021A000011124,17 years old,Non-student unemployed,Percent,239,units,0,v99916139,1.4.5,1.9,B,,,1
2000/2001,Canada,2021A000011124,17 years old,Students,Percent,239,units,0,v99916140,1.4.6,89.1,A,,,1
2000/2001,Canada,2021A000011124,17 years old,University student employed,Percent,239,units,0,v99916141,1.4.7,0.4,C,,,1
2000/2001,Canada,2021A000011124,17 years old,University student not in the labour force,Percent,239,units,0,v99916142,1.4.8,0.5,C,,,1
2000/2001,Canada,2021A000011124,17 years old,College student employed,Percent,239,units,0,v99916143,1.4.9,3.4,B,,,1
2000/2001,Canada,2021A000011124,17 years old,College student not in the labour force,Percent,239,units,0,v99916144,1.4.10,4.6,B,,,1
2000/2001,Canada,2021A000011124,17 years old,Elementary and/or High school student employed,Percent,239,units,0,v99916145,1.4.11,34.5,A,,,1
2000/2001,Canada,2021A000011124,17 years old,Elementary and/or High school student not in the labour force,Percent,239,units,0,v99916146,1.4.12,37.5,A,,,1
2000/2001,Canada,2021A000011124,17 years old,Student unemployed or Other,Percent,239,units,0,v99916147,1.4.13,8.3,A,,,1
2000/2001,Canada,2021A000011124,18 years old,Total labour Force status,Percent,239,units,0,v99916148,1.5.1,100,,,,1
2000/2001,Canada,2021A000011124,18 years old,Non-students,Percent,239,units,0,v99916149,1.5.2,27.7,A,,,1
2000/2001,Canada,2021A000011124,18 years old,Non-student employed,Percent,239,units,0,v99916150,1.5.3,19.3,A,,,1
2000/2001,Canada,2021A000011124,18 years old,Non-student not in the labour force,Percent,239,units,0,v99916151,1.5.4,4.2,B,,,1
2000/2001,Canada,2021A000011124,18 years old,Non-student unemployed,Percent,239,units,0,v99916152,1.5.5,4.3,B,,,1
2000/2001,Canada,2021A000011124,18 years old,Students,Percent,239,units,0,v99916153,1.5.6,72,A,,,1
2000/2001,Canada,2021A000011124,18 years old,University student employed,Percent,239,units,0,v99916154,1.5.7,3.4,B,,,1
2000/2001,Canada,2021A000011124,18 years old,University student not in the labour force,Percent,239,units,0,v99916155,1.5.8,5.5,B,,,1
2000/2001,Canada,2021A000011124,18 years old,College student employed,Percent,239,units,0,v99916156,1.5.9,9.1,B,,,1
2000/2001,Canada,2021A000011124,18 years old,College student not in the labour force,Percent,239,units,0,v99916157,1.5.10,9.6,B,,,1
2000/2001,Canada,2021A000011124,18 years old,Elementary and/or High school student employed,Percent,239,units,0,v99916158,1.5.11,20.1,A,,,1
2000/2001,Canada,2021A000011124,18 years old,Elementary and/or High school student not in the labour force,Percent,239,units,0,v99916159,1.5.12,17,A,,,1
2000/2001,Canada,2021A000011124,18 years old,Student unemployed or Other,Percent,239,units,0,v99916160,1.5.13,7.3,B,,,1
2000/2001,Canada,2021A000011124,19 years old,Total labour Force status,Percent,239,units,0,v99916161,1.6.1,100,,,,1
2000/2001,Canada,2021A000011124,19 years old,Non-students,Percent,239,units,0,v99916162,1.6.2,40.1,A,,,1
2000/2001,Canada,2021A000011124,19 years old,Non-student employed,Percent,239,units,0,v99916163,1.6.3,29.2,A,,,1
2000/2001,Canada,2021A000011124,19 years old,Non-student not in the labour force,Percent,239,units,0,v99916164,1.6.4,5.5,B,,,1
2000/2001,Canada,2021A000011124,19 years old,Non-student unemployed,Percent,239,units,0,v99916165,1.6.5,5.3,B,,,1
2000/2001,Canada,2021A000011124,19 years old,Students,Percent,239,units,0,v99916166,1.6.6,59.8,A,,,1
2000/2001,Canada,2021A000011124,19 years old,University student employed,Percent,239,units,0,v99916167,1.6.7,7,B,,,1
2000/2001,Canada,2021A000011124,19 years old,University student not in the labour force,Percent,239,units,0,v99916168,1.6.8,12.1,B,,,1
2000/2001,Canada,2021A000011124,19 years old,College student employed,Percent,239,units,0,v99916169,1.6.9,12.4,B,,,1
2000/2001,Canada,2021A000011124,19 years old,College student not in the labour force,Percent,239,units,0,v99916170,1.6.10,9.8,B,,,1
2000/2001,Canada,2021A000011124,19 years old,Elementary and/or High school student employed,Percent,239,units,0,v99916171,1.6.11,6.6,B,,,1
2000/2001,Canada,2021A000011124,19 years old,Elementary and/or High school student not in the labour force,Percent,239,units,0,v99916172,1.6.12,6.1,B,,,1
2000/2001,Canada,2021A000011124,19 years old,Student unemployed or Other,Percent,239,units,0,v99916173,1.6.13,5.8,B,,,1
2000/2001,Canada,2021A000011124,20 years old,Total labour Force status,Percent,239,units,0,v99916174,1.7.1,100,,,,1
2000/2001,Canada,2021A000011124,20 years old,Non-students,Percent,239,units,0,v99916175,1.7.2,48.6,A,,,1
2000/2001,Canada,2021A000011124,20 years old,Non-student employed,Percent,239,units,0,v99916176,1.7.3,35.5,A,,,1
2000/2001,Canada,2021A000011124,20 years old,Non-student not in the labour force,Percent,239,units,0,v99916177,1.7.4,6.9,B,,,1
2000/2001,Canada,2021A000011124,20 years old,Non-student unemployed,Percent,239,units,0,v99916178,1.7.5,6.1,B,,,1
2000/2001,Canada,2021A000011124,20 years old,Students,Percent,239,units,0,v99916179,1.7.6,51.2,A,,,1
2000/2001,Canada,2021A000011124,20 years old,University student employed,Percent,239,units,0,v99916180,1.7.7,11.4,B,,,1
2000/2001,Canada,2021A000011124,20 years old,University student not in the labour force,Percent,239,units,0,v99916181,1.7.8,12.7,B,,,1
2000/2001,Canada,2021A000011124,20 years old,College student employed,Percent,239,units,0,v99916182,1.7.9,10.5,B,,,1
2000/2001,Canada,2021A000011124,20 years old,College student not in the labour force,Percent,239,units,0,v99916183,1.7.10,8.8,B,,,1
2000/2001,Canada,2021A000011124,20 years old,Elementary and/or High school student employed,Percent,239,units,0,v99916184,1.7.11,1.2,B,,,1
2000/2001,Canada,2021A000011124,20 years old,Elementary and/or High school student not in the labour force,Percent,239,units,0,v99916185,1.7.12,2,B,,,1
2000/2001,Canada,2021A000011124,20 years old,Student unemployed or Other,Percent,239,units,0,v99916186,1.7.13,4.7,B,,,1
2000/2001,Canada,2021A000011124,21 years old,Total labour Force status,Percent,239,units,0,v99916187,1.8.1,100,,,,1
2000/2001,Canada,2021A000011124,21 years old,Non-students,Percent,239,units,0,v99916188,1.8.2,54.9,A,,,1
2000/2001,Canada,2021A000011124,21 years old,Non-student employed,Percent,239,units,0,v99916189,1.8.3,41.8,A,,,1
2000/2001,Canada,2021A000011124,21 years old,Non-student not in the labour force,Percent,239,units,0,v99916190,1.8.4,7.4,B,,,1
2000/2001,Canada,2021A000011124,21 years old,Non-student unemployed,Percent,239,units,0,v99916191,1.8.5,5.6,B,,,1
2000/2001,Canada,2021A000011124,21 years old,Students,Percent,239,units,0,v99916192,1.8.6,44.8,A,,,1
2000/2001,Canada,2021A000011124,21 years old,University student employed,Percent,239,units,0,v99916193,1.8.7,12.7,B,,,1
2000/2001,Canada,2021A000011124,21 years old,University student not in the labour force,Percent,239,units,0,v99916194,1.8.8,12,B,,,1
2000/2001,Canada,2021A000011124,21 years old,College student employed,Percent,239,units,0,v99916195,1.8.9,8.3,B,,,1
2000/2001,Canada,2021A000011124,21 years old,College student not in the labour force,Percent,239,units,0,v99916196,1.8.10,6.1,B,,,1
2000/2001,Canada,2021A000011124,21 years old,Elementary and/or High school student employed,Percent,239,units,0,v99916197,1.8.11,0.5,C,,,1
2000/2001,Canada,2021A000011124,21 years old,Elementary and/or High school student not in the labour force,Percent,239,units,0,v99916198,1.8.12,1.5,B,,,1
2000/2001,Canada,2021A000011124,21 years old,Student unemployed or Other,Percent,239,units,0,v99916199,1.8.13,3.8,B,,,1
2000/2001,Canada,2021A000011124,22 years old,Total labour Force status,Percent,239,units,0,v99916200,1.9.1,100,,,,1
2000/2001,Canada,2021A000011124,22 years old,Non-students,Percent,239,units,0,v99916201,1.9.2,61.8,A,,,1
2000/2001,Canada,2021A000011124,22 years old,Non-student employed,Percent,239,units,0,v99916202,1.9.3,47.4,A,,,1
2000/2001,Canada,2021A000011124,22 years old,Non-student not in the labour force,Percent,239,units,0,v99916203,1.9.4,8.6,B,,,1
2000/2001,Canada,2021A000011124,22 years old,Non-student unemployed,Percent,239,units,0,v99916204,1.9.5,5.9,B,,,1
2000/2001,Canada,2021A000011124,22 years old,Students,Percent,239,units,0,v99916205,1.9.6,38,A,,,1
2000/2001,Canada,2021A000011124,22 years old,University student employed,Percent,239,units,0,v99916206,1.9.7,10.9,B,,,1
2000/2001,Canada,2021A000011124,22 years old,University student not in the labour force,Percent,239,units,0,v99916207,1.9.8,10.8,B,,,1
2000/2001,Canada,2021A000011124,22 years old,College student employed,Percent,239,units,0,v99916208,1.9.9,5.9,B,,,1
2000/2001,Canada,2021A000011124,22 years old,College student not in the labour force,Percent,239,units,0,v99916209,1.9.10,5.8,B,,,1
2000/2001,Canada,2021A000011124,22 years old,Elementary and/or High school student employed,Percent,239,units,0,v99916210,1.9.11,0.6,C,,,1
2000/2001,Canada,2021A000011124,22 years old,Elementary and/or High school student not in the labour force,Percent,239,units,0,v99916211,1.9.12,0.6,C,,,1
2000/2001,Canada,2021A000011124,22 years old,Student unemployed or Other,Percent,239,units,0,v99916212,1.9.13,3.5,B,,,1
2000/2001,Canada,2021A000011124,23 years old,Total labour Force status,Percent,239,units,0,v99916213,1.10.1,100,,,,1
2000/2001,Canada,2021A000011124,23 years old,Non-students,Percent,239,units,0,v99916214,1.10.2,70.3,A,,,1
2000/2001,Canada,2021A000011124,23 years old,Non-student employed,Percent,239,units,0,v99916215,1.10.3,56.5,A,,,1
2000/2001,Canada,2021A000011124,23 years old,Non-student not in the labour force,Percent,239,units,0,v99916216,1.10.4,8.1,B,,,1
2000/2001,Canada,2021A000011124,23 years old,Non-student unemployed,Percent,239,units,0,v99916217,1.10.5,5.8,B,,,1
2000/2001,Canada,2021A000011124,23 years old,Students,Percent,239,units,0,v99916218,1.10.6,29.4,A,,,1
2000/2001,Canada,2021A000011124,23 years old,University student employed,Percent,239,units,0,v99916219,1.10.7,8.6,B,,,1
2000/2001,Canada,2021A000011124,23 years old,University student not in the labour force,Percent,239,units,0,v99916220,1.10.8,8.7,B,,,1
2000/2001,Canada,2021A000011124,23 years old,College student employed,Percent,239,units,0,v99916221,1.10.9,4.8,B,,,1
2000/2001,Canada,2021A000011124,23 years old,College student not in the labour force,Percent,239,units,0,v99916222,1.10.10,3.4,B,,,1
2000/2001,Canada,2021A000011124,23 years old,Elementary and/or High school student employed,Percent,239,units,0,v99916223,1.10.11,0.4,C,,,1
2000/2001,Canada,2021A000011124,23 years old,Elementary and/or High school student not in the labour force,Percent,239,units,0,v99916224,1.10.12,0.6,C,,,1
2000/2001,Canada,2021A000011124,23 years old,Student unemployed or Other,Percent,239,units,0,v99916225,1.10.13,2.9,B,,,1
2000/2001,Canada,2021A000011124,24 years old,Total labour Force status,Percent,239,units,0,v99916226,1.11.1,100,,,,1
2000/2001,Canada,2021A000011124,24 years old,Non-students,Percent,239,units,0,v99916227,1.11.2,76.5,A,,,1
2000/2001,Canada,2021A000011124,24 years old,Non-student employed,Percent,239,units,0,v99916228,1.11.3,62.1,A,,,1
2000/2001,Canada,2021A000011124,24 years old,Non-student not in the labour force,Percent,239,units,0,v99916229,1.11.4,8.9,B,,,1
2000/2001,Canada,2021A000011124,24 years old,Non-student unemployed,Percent,239,units,0,v99916230,1.11.5,5.5,B,,,1
2000/2001,Canada,2021A000011124,24 years old,Students,Percent,239,units,0,v99916231,1.11.6,23,A,,,1
2000/2001,Canada,2021A000011124,24 years old,University student employed,Percent,239,units,0,v99916232,1.11.7,6.8,B,,,1
2000/2001,Canada,2021A000011124,24 years old,University student not in the labour force,Percent,239,units,0,v99916233,1.11.8,5.6,B,,,1
2000/2001,Canada,2021A000011124,24 years old,College student employed,Percent,239,units,0,v99916234,1.11.9,3.9,B,,,1
2000/2001,Canada,2021A000011124,24 years old,College student not in the labour force,Percent,239,units,0,v99916235,1.11.10,2.9,B,,,1
2000/2001,Canada,2021A000011124,24 years old,Elementary and/or High school student employed,Percent,239,units,0,v99916236,1.11.11,,x,,,1
2000/2001,Canada,2021A000011124,24 years old,Elementary and/or High school student not in the labour force,Percent,239,units,0,v99916237,1.11.12,0.6,D,,,1
2000/2001,Canada,2021A000011124,24 years old,Student unemployed or Other,Percent,239,units,0,v99916238,1.11.13,2.9,B,,,1
2000/2001,Canada,2021A000011124,25 years old,Total labour Force status,Percent,239,units,0,v99916239,1.12.1,100,,,,1
2000/2001,Canada,2021A000011124,25 years old,Non-students,Percent,239,units,0,v99916240,1.12.2,83.1,A,,,1
2000/2001,Canada,2021A000011124,25 years old,Non-student employed,Percent,239,units,0,v99916241,1.12.3,68.6,A,,,1
2000/2001,Canada,2021A000011124,25 years old,Non-student not in the labour force,Percent,239,units,0,v99916242,1.12.4,8.6,B,,,1
2000/2001,Canada,2021A000011124,25 years old,Non-student unemployed,Percent,239,units,0,v99916243,1.12.5,5.8,B,,,1
2000/2001,Canada,2021A000011124,25 years old,Students,Percent,239,units,0,v99916244,1.12.6,16.6,A,,,1
2000/2001,Canada,2021A000011124,25 years old,University student employed,Percent,239,units,0,v99916245,1.12.7,4.2,B,,,1
2000/2001,Canada,2021A000011124,25 years old,University student not in the labour force,Percent,239,units,0,v99916246,1.12.8,4.3,B,,,1
2000/2001,Canada,2021A000011124,25 years old,College student employed,Percent,239,units,0,v99916247,1.12.9,2.9,B,,,1
2000/2001,Canada,2021A000011124,25 years old,College student not in the labour force,Percent,239,units,0,v99916248,1.12.10,2.6,B,,,1
2000/2001,Canada,2021A000011124,25 years old,Elementary and/or High school student employed,Percent,239,units,0,v99916249,1.12.11,,x,,,1
2000/2001,Canada,2021A000011124,25 years old,Elementary and/or High school student not in the labour force,Percent,239,units,0,v99916250,1.12.12,,x,,,1
2000/2001,Canada,2021A000011124,25 years old,Student unemployed or Other,Percent,239,units,0,v99916251,1.12.13,2.2,B,,,1
2000/2001,Canada,2021A000011124,26 years old,Total labour Force status,Percent,239,units,0,v99916252,1.13.1,100,,,,1
2000/2001,Canada,2021A000011124,26 years old,Non-students,Percent,239,units,0,v99916253,1.13.2,86.3,A,,,1
